##------------------------------------------------------------------------
##                *** Acqu++ <-> Root ***
## Online/Offline Analysis of Sub-Atomic Physics Experimental Data 
##
##------------------------------------------------------------------------
## End-point tagger setup file
##
# Total # Elements in array, Pulse-Height info? Time info? Position info?
# Info switch is off/on = 0/1
#       No. of elements   Energy  Time    Position
Size:   48               	0       1       0
RawHits:
Multi-hit: 5
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Special ladder element configuration.
##      Scalers Calib   Overlap Micro   #trig   Toff    Tres
Misc:   1       1       0       0       0       0       2.0
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Prompt/random window definitions. First defined window is prompt, second
#defined window is random. Multiple random windows can be defined, if multiple
#defintions (with same prompt setting are used).
#       Prompt: min.   max.   Random: min.   max.
#Window:        10.0   30.0          -20.0    0.0
#Window:        10.0   30.0           40.0   60.0
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Ladder element definitions.
#          ADC chan.  Low thres. [MeV]  High thres.[MeV]  Pedestal [chan.]  MeV/Chan.  TDC chan.  Low thres. [ns]  High thres.[ns]   Offset [chan.]  ns/Chan.  Position [x,y,z] Central energy  Energy Overlap  Scaler chan.
#
Element:	1216	-1	10000	0	1	1863M0	-9999	9999	-2780.00	0.1170	0	0	0	26.69	2	3115
Element:	1217	-1	10000	0	1	1862M0	-9999	9999	-2780.00	0.1170	0	0	0	30.17	2	3114
Element:	1218	-1	10000	0	1	1861M0	-9999	9999	-2780.00	0.1170	0	0	0	33.57	2	3113
Element:	1219	-1	10000	0	1	1860M0	-9999	9999	-2780.00	0.1170	0	0	0	36.94	2	3112
Element:	1220	-1	10000	0	1	1859M0	-9999	9999	-2780.00	0.1170	0	0	0	40.29	2	3111
Element:	1221	-1	10000	0	1	1858M0	-9999	9999	-2780.00	0.1170	0	0	0	43.61	2	3110
Element:	1222	-1	10000	0	1	1857M0	-9999	9999	-2780.00	0.1170	0	0	0	46.89	2	3109
Element:	1223	-1	10000	0	1	1856M0	-9999	9999	-2780.00	0.1170	0	0	0	50.20	2	3108
Element:	1224	-1	10000	0	1	1855M0	-9999	9999	-2780.00	0.1170	0	0	0	53.47	2	3107
Element:	1225	-1	10000	0	1	1854M0	-9999	9999	-2780.00	0.1170	0	0	0	56.76	2	3106
Element:	1226	-1	10000	0	1	1853M0	-9999	9999	-2780.00	0.1170	0	0	0	60.02	2	3105
Element:	1227	-1	10000	0	1	1852M0	-9999	9999	-2780.00	0.1170	0	0	0	63.30	2	3104
Element:	1228	-1	10000	0	1	1851M0	-9999	9999	-2780.00	0.1170	0	0	0	66.56	2	3103
Element:	1229	-1	10000	0	1	1850M0	-9999	9999	-2780.00	0.1170	0	0	0	69.83	2	3102
Element:	1230	-1	10000	0	1	1849M0	-9999	9999	-2780.00	0.1170	0	0	0	73.09	2	3101
Element:	1231	-1	10000	0	1	1848M0	-9999	9999	-2780.00	0.1170	0	0	0	76.34	2	3100
Element:	1232	-1	10000	0	1	1847M0	-9999	9999	-2780.00	0.1170	0	0	0	79.60	2	3163
Element:	1233	-1	10000	0	1	1846M0	-9999	9999	-2780.00	0.1170	0	0	0	82.87	2	3162
Element:	1234	-1	10000	0	1	1845M0	-9999	9999	-2780.00	0.1170	0	0	0	86.11	2	3161
Element:	1235	-1	10000	0	1	1844M0	-9999	9999	-2780.00	0.1170	0	0	0	89.37	2	3160
Element:	1236	-1	10000	0	1	1843M0	-9999	9999	-2780.00	0.1170	0	0	0	92.64	2	3159
Element:	1237	-1	10000	0	1	1842M0	-9999	9999	-2780.00	0.1170	0	0	0	95.89	2	3158
Element:	1238	-1	10000	0	1	1841M0	-9999	9999	-2780.00	0.1170	0	0	0	99.14	2	3157
Element:	1239	-1	10000	0	1	1840M0	-9999	9999	-2780.00	0.1170	0	0	0	102.38	2	3156
Element:	1240	-1	10000	0	1	1839M0	-9999	9999	-2780.00	0.1170	0	0	0	105.61	2	3155
Element:	1241	-1	10000	0	1	1838M0	-9999	9999	-2780.00	0.1170	0	0	0	108.84	2	3154
Element:	1242	-1	10000	0	1	1837M0	-9999	9999	-2780.00	0.1170	0	0	0	112.06	2	3153
Element:	1243	-1	10000	0	1	1836M0	-9999	9999	-2780.00	0.1170	0	0	0	115.29	2	3152
