##
Size:  18    1       1       1
RawHits:
##
Element:  29157  -1  4097  0.0  1.0    29296M0  -3000  3000  -2000.0  0.1    -3.849002   4.333333   145.700000
Element:  29159  -1  4097  0.0  1.0    29297M0  -3000  3000  -2000.0  0.1    -6.543303   4.333333   145.700000
Element:  29161  -1  4097  0.0  1.0    29298M0  -3000  3000  -2000.0  0.1    -3.849002   1.666667   145.700000
Element:  29163  -1  4097  0.0  1.0    29299M0  -3000  3000  -2000.0  0.1    -6.543303   1.666667   145.700000
Element:  29165  -1  4097  0.0  1.0    29300M0  -3000  3000  -2000.0  0.1    -9.045154   7.333333   145.700000
Element:  29167  -1  4097  0.0  1.0    29301M0  -3000  3000  -2000.0  0.1   -11.739455   7.333333   145.700000
Element:  29169  -1  4097  0.0  1.0    29304M0  -3000  3000  -2000.0  0.1    -9.045154   4.666667   145.700000
Element:  29171  -1  4097  0.0  1.0    29305M0  -3000  3000  -2000.0  0.1   -11.739455   4.666667   145.700000
Element:  29173  -1  4097  0.0  1.0    29306M0  -3000  3000  -2000.0  0.1    -9.045154   1.333333   145.700000
Element:  29175  -1  4097  0.0  1.0    29307M0  -3000  3000  -2000.0  0.1   -11.739455   1.333333   145.700000
Element:  29177  -1  4097  0.0  1.0    29308M0  -3000  3000  -2000.0  0.1    -9.045154  -1.333333   145.700000
Element:  29179  -1  4097  0.0  1.0    29309M0  -3000  3000  -2000.0  0.1   -11.739455  -1.333333   145.700000
Element:  29181  -1  4097  0.0  1.0    29312M0  -3000  3000  -2000.0  0.1    -3.849002  -1.666667   145.700000
Element:  29183  -1  4097  0.0  1.0    29313M0  -3000  3000  -2000.0  0.1    -6.543303  -1.666667   145.700000
Element:  29185  -1  4097  0.0  1.0    29314M0  -3000  3000  -2000.0  0.1    -3.849002  -4.333333   145.700000
Element:  29187  -1  4097  0.0  1.0    29315M0  -3000  3000  -2000.0  0.1    -6.543303  -4.333333   145.700000
Element:  29189  -1  4097  0.0  1.0    29316M0  -3000  3000  -2000.0  0.1    -9.045154  -4.666667   145.700000
Element:  29191  -1  4097  0.0  1.0    29317M0  -3000  3000  -2000.0  0.1   -11.739455  -4.666667   145.700000
##
Initialise:
##
#Display:    1D      Energy      4096    0   4096    0   18
#Display:    1D      Time        6000    -3000   3000    0   72
##
